shipment_ref,origin_port,destination_port,distance_km,transit_time_days,container_type,cargo_type,weight_kg,volume_cbm,carrier_tier,departure_month,seasonality_index,brent_fuel_index,market_demand_factor,actual_freight_price_usd
SHP-10174,Busan,Long Beach,9362.5,13,LCL_Consolidated,Automotive,2744.4,5.7,Tier_2_Regional,1,0.9,75.2,1.09,2091.96
SHP-10175,Chennai,Colombo,743.3,3,40ft_HighCube,General_Dry,15064.4,63.5,Tier_1_Alliance,11,1.05,96.2,1.03,5214.55
SHP-10176,Chennai,Rotterdam,11569.4,24,40ft_Standard,Hazardous_Chemicals,14584.0,47.9,Tier_3_Spot,1,0.9,86.4,1.19,7144.79
SHP-10177,Nhava Sheva,Dubai,2072.5,6,20ft_Standard,Perishable_Reefer,11106.4,24.9,Tier_3_Spot,10,1.25,96.5,0.94,3729.59
SHP-10178,Nhava Sheva,New York,14178.8,27,40ft_HighCube,Electronics,20844.3,57.4,Tier_1_Alliance,1,0.9,73.6,0.95,6301.76
SHP-10179,Shanghai,Rotterdam,19560.8,31,LCL_Consolidated,Electronics,4519.1,3.7,Tier_3_Spot,10,1.25,83.5,1.09,4859.84
SHP-10180,Singapore,Fremantle,3947.9,9,40ft_HighCube,Automotive,19582.1,67.0,Tier_3_Spot,5,1.05,89.1,0.89,4734.92
SHP-10181,Shanghai,Rotterdam,19534.8,30,40ft_HighCube,Textiles,21326.7,63.5,Tier_3_Spot,5,1.05,106.8,1.3,8923.33
SHP-10182,Singapore,Fremantle,3915.5,7,LCL_Consolidated,Electronics,3330.6,9.4,Tier_3_Spot,7,1.05,77.3,1.25,1921.36
SHP-10183,Chennai,Rotterdam,11514.5,21,40ft_Standard,General_Dry,13646.5,39.8,Tier_2_Regional,12,1.05,79.3,1.15,5649.3
SHP-10184,Singapore,Fremantle,3984.1,7,40ft_Standard,Automotive,18096.0,66.9,Tier_1_Alliance,8,1.25,90.9,1.05,7153.17
SHP-10185,Shanghai,Los Angeles,10491.9,17,40ft_HighCube,Automotive,22165.6,71.9,Tier_2_Regional,11,1.05,95.2,1.25,8511.73
SHP-10186,Singapore,Fremantle,3896.8,8,40ft_HighCube,Automotive,14047.6,75.2,Tier_2_Regional,5,1.05,99.8,1.26,7174.33
SHP-10187,Busan,Long Beach,9441.0,14,LCL_Consolidated,Hazardous_Chemicals,4701.7,11.5,Tier_3_Spot,5,1.05,82.4,1.19,3681.57
SHP-10188,Tokyo,Los Angeles,8775.9,13,40ft_HighCube,Electronics,10757.2,74.6,Tier_2_Regional,2,0.9,84.5,1.12,6034.96
SHP-10189,Singapore,Dubai,5949.5,10,40ft_Standard,Automotive,24794.4,57.3,Tier_2_Regional,3,1.05,75.9,1.28,6832.45
SHP-10190,Nhava Sheva,Dubai,2048.5,8,40ft_Standard,Textiles,8944.8,48.2,Tier_1_Alliance,12,1.05,89.0,1.25,5312.85
SHP-10191,Shanghai,Los Angeles,10401.0,17,40ft_Standard,Perishable_Reefer,24830.6,63.1,Tier_3_Spot,8,1.25,95.4,1.29,11191.82
SHP-10192,Singapore,Dubai,5864.2,9,20ft_Standard,Textiles,7180.0,28.3,Tier_3_Spot,1,0.9,104.9,0.97,2435.35
SHP-10193,Shanghai,Los Angeles,10586.8,13,LCL_Consolidated,Perishable_Reefer,4714.7,13.5,Tier_1_Alliance,5,1.05,103.6,0.89,3438.55
SHP-10194,Singapore,Fremantle,3920.6,9,40ft_HighCube,Perishable_Reefer,19779.4,60.3,Tier_3_Spot,3,1.05,102.6,1.13,7339.78
SHP-10195,Nhava Sheva,Dubai,2161.8,6,40ft_Standard,Textiles,19669.1,58.0,Tier_2_Regional,1,0.9,98.5,1.31,5125.07
SHP-10196,Singapore,Fremantle,3934.9,8,40ft_Standard,Automotive,24146.8,61.5,Tier_3_Spot,9,1.25,83.8,1.1,6418.13
SHP-10197,Nhava Sheva,New York,14137.0,26,LCL_Consolidated,Hazardous_Chemicals,530.7,6.6,Tier_1_Alliance,8,1.25,99.1,1.4,7354.78
SHP-10198,Singapore,Dubai,5916.5,13,20ft_Standard,Hazardous_Chemicals,9471.9,19.3,Tier_3_Spot,11,1.05,76.3,1.05,3887.73
SHP-10199,Hamburg,Singapore,15837.2,25,20ft_Standard,Textiles,9615.8,19.0,Tier_2_Regional,3,1.05,89.2,1.13,4623.61
SHP-10200,Singapore,Fremantle,3874.7,11,LCL_Consolidated,Automotive,4215.2,11.1,Tier_3_Spot,11,1.05,99.2,1.35,2399.2
SHP-10201,Nhava Sheva,New York,14205.1,29,40ft_HighCube,General_Dry,12019.8,70.7,Tier_3_Spot,9,1.25,79.3,1.17,7999.76
SHP-10202,Shanghai,Los Angeles,10465.6,17,LCL_Consolidated,General_Dry,1424.3,9.0,Tier_3_Spot,2,0.9,104.4,1.12,2237.39
SHP-10203,Chennai,Rotterdam,11490.7,25,LCL_Consolidated,Perishable_Reefer,759.8,7.5,Tier_3_Spot,5,1.05,98.0,1.09,3429.59
SHP-10204,Chennai,Rotterdam,11549.2,25,20ft_Standard,General_Dry,9201.5,16.1,Tier_2_Regional,1,0.9,105.6,0.92,2779.03
SHP-10205,Chennai,Colombo,556.3,5,40ft_Standard,Electronics,25610.0,55.7,Tier_3_Spot,7,1.05,85.5,1.36,6298.56
SHP-10206,Chennai,Colombo,723.9,5,LCL_Consolidated,General_Dry,4838.6,12.5,Tier_3_Spot,3,1.05,95.5,1.07,1364.69
SHP-10207,Shanghai,Los Angeles,10598.6,16,40ft_Standard,Textiles,23026.8,59.2,Tier_1_Alliance,5,1.05,88.7,1.27,7958.97
SHP-10208,Hamburg,Singapore,15806.4,24,40ft_Standard,Perishable_Reefer,10792.2,41.0,Tier_2_Regional,12,1.05,99.6,0.9,6730.26
SHP-10209,Santos,Rotterdam,10183.8,17,40ft_Standard,Electronics,9816.1,36.1,Tier_1_Alliance,10,1.25,96.2,1.35,9683.75
SHP-10210,Nhava Sheva,Dubai,2148.1,7,LCL_Consolidated,Electronics,1477.7,12.4,Tier_3_Spot,1,0.9,77.0,1.42,1636.83
SHP-10211,Nhava Sheva,Dubai,2163.2,8,40ft_HighCube,Automotive,23905.7,70.4,Tier_3_Spot,4,1.05,82.9,0.96,5072.61
SHP-10212,Santos,Rotterdam,10204.3,20,40ft_HighCube,Hazardous_Chemicals,20020.9,63.3,Tier_1_Alliance,12,1.05,104.8,1.22,11700.45
SHP-10213,Hamburg,Singapore,15811.2,23,40ft_HighCube,Textiles,16860.8,61.3,Tier_3_Spot,12,1.05,87.0,0.96,5879.39
SHP-10214,Hamburg,Singapore,15736.8,27,LCL_Consolidated,Electronics,1853.3,10.5,Tier_1_Alliance,8,1.25,104.9,1.18,5552.68
SHP-10215,Hamburg,Singapore,15811.5,24,LCL_Consolidated,Electronics,1415.0,9.8,Tier_2_Regional,8,1.25,102.5,0.93,3963.04
SHP-10216,Busan,Long Beach,9465.9,12,40ft_HighCube,Perishable_Reefer,20889.5,46.2,Tier_3_Spot,2,0.9,78.8,1.29,7497.89
SHP-10217,Busan,Long Beach,9434.3,13,LCL_Consolidated,Electronics,1864.3,12.9,Tier_2_Regional,4,1.05,105.7,1.4,3854.67
SHP-10218,Nhava Sheva,New York,14249.4,28,40ft_Standard,Textiles,20667.8,47.7,Tier_3_Spot,4,1.05,91.9,1.3,7122.99
SHP-10219,Hamburg,Singapore,15793.3,25,40ft_HighCube,Hazardous_Chemicals,19230.7,60.4,Tier_2_Regional,2,0.9,100.9,1.27,10347.25
SHP-10220,Shanghai,Rotterdam,19582.9,29,40ft_HighCube,Perishable_Reefer,20125.4,51.9,Tier_1_Alliance,3,1.05,72.6,1.18,11773.73
SHP-10221,Singapore,Fremantle,3915.8,10,40ft_HighCube,Electronics,15937.6,56.8,Tier_1_Alliance,4,1.05,90.0,1.23,7406.32
SHP-10222,Santos,Rotterdam,10167.5,20,LCL_Consolidated,Perishable_Reefer,3797.5,6.2,Tier_1_Alliance,3,1.05,97.9,1.14,4048.8
SHP-10223,Tokyo,Los Angeles,8898.1,10,20ft_Standard,General_Dry,3873.3,15.1,Tier_3_Spot,3,1.05,102.3,1.0,2777.08
SHP-10224,Busan,Long Beach,9330.2,13,LCL_Consolidated,Hazardous_Chemicals,3280.3,10.0,Tier_1_Alliance,10,1.25,104.9,1.24,5588.5
SHP-10225,Chennai,Rotterdam,11401.3,25,LCL_Consolidated,General_Dry,2882.4,5.3,Tier_1_Alliance,5,1.05,72.6,1.32,3321.91
SHP-10226,Santos,Rotterdam,10186.1,18,20ft_Standard,General_Dry,5680.2,18.5,Tier_3_Spot,9,1.25,81.1,1.07,3753.06
SHP-10227,Hamburg,Singapore,15715.8,26,LCL_Consolidated,Automotive,4956.0,4.7,Tier_1_Alliance,11,1.05,101.8,0.92,3410.9
SHP-10228,Santos,Rotterdam,10251.9,17,LCL_Consolidated,Perishable_Reefer,2987.2,2.7,Tier_2_Regional,1,0.9,97.3,0.92,2394.17
SHP-10229,Hamburg,Singapore,15829.0,25,20ft_Standard,Automotive,7135.8,31.2,Tier_1_Alliance,12,1.05,104.0,1.14,6003.48
SHP-10230,Chennai,Rotterdam,11584.8,23,20ft_Standard,Electronics,3281.8,18.7,Tier_2_Regional,3,1.05,99.1,1.26,4871.87
SHP-10231,Hamburg,Singapore,15885.8,25,40ft_Standard,Automotive,18200.5,62.2,Tier_1_Alliance,11,1.05,104.3,1.06,8014.79
SHP-10232,Busan,Long Beach,9328.0,12,40ft_HighCube,General_Dry,17867.6,71.0,Tier_1_Alliance,6,1.05,93.8,1.21,7788.95
SHP-10233,Singapore,Fremantle,3879.3,9,20ft_Standard,Textiles,17103.9,23.1,Tier_2_Regional,4,1.05,84.8,1.39,4064.3
SHP-10234,Hamburg,Singapore,15737.1,27,LCL_Consolidated,General_Dry,1829.2,5.0,Tier_3_Spot,2,0.9,75.0,0.96,2230.1
SHP-10235,Busan,Long Beach,9456.8,13,LCL_Consolidated,Hazardous_Chemicals,979.5,2.1,Tier_2_Regional,5,1.05,88.0,1.29,3799.52
SHP-10236,Nhava Sheva,New York,14126.5,26,LCL_Consolidated,Perishable_Reefer,2996.3,6.9,Tier_3_Spot,1,0.9,75.2,1.18,3296.58
SHP-10237,Singapore,Fremantle,3919.6,9,LCL_Consolidated,General_Dry,2362.1,11.4,Tier_2_Regional,12,1.05,104.4,1.37,2334.06
SHP-10238,Nhava Sheva,Dubai,2114.4,5,LCL_Consolidated,Electronics,1710.1,5.2,Tier_1_Alliance,3,1.05,74.3,1.11,1481.62
SHP-10239,Hamburg,Singapore,15760.0,23,40ft_HighCube,Hazardous_Chemicals,22976.2,60.4,Tier_1_Alliance,10,1.25,79.0,0.94,11646.35
SHP-10240,Singapore,Dubai,5801.4,12,40ft_HighCube,Automotive,24473.4,55.2,Tier_2_Regional,6,1.05,87.5,1.32,7652.07
SHP-10241,Santos,Rotterdam,10294.8,18,40ft_HighCube,Hazardous_Chemicals,27051.0,51.2,Tier_3_Spot,6,1.05,78.4,1.1,8662.66
SHP-10242,Shanghai,Rotterdam,19458.3,30,40ft_Standard,Hazardous_Chemicals,13045.4,60.1,Tier_2_Regional,6,1.05,76.1,1.18,10632.38
SHP-10243,Singapore,Fremantle,3999.5,8,20ft_Standard,Textiles,19973.5,18.8,Tier_2_Regional,5,1.05,101.9,0.92,2924.29
SHP-10244,Hamburg,Singapore,15834.6,24,40ft_HighCube,Electronics,21855.9,67.2,Tier_2_Regional,7,1.05,74.7,1.41,10564.74
SHP-10245,Chennai,Colombo,666.4,6,LCL_Consolidated,Automotive,4058.2,6.3,Tier_1_Alliance,9,1.25,93.4,1.37,2293.17
SHP-10246,Nhava Sheva,New York,14253.8,27,40ft_Standard,Textiles,8797.3,66.5,Tier_3_Spot,11,1.05,95.3,1.4,7606.93
SHP-10247,Shanghai,Rotterdam,19593.1,30,20ft_Standard,General_Dry,7657.3,24.2,Tier_1_Alliance,9,1.25,92.1,1.25,7467.3
SHP-10248,Nhava Sheva,Dubai,2089.2,7,LCL_Consolidated,Textiles,3607.0,3.8,Tier_3_Spot,1,0.9,89.4,1.04,1142.59
SHP-10249,Nhava Sheva,New York,14123.2,26,40ft_HighCube,Hazardous_Chemicals,18196.0,51.4,Tier_2_Regional,8,1.25,84.5,0.93,9649.41
SHP-10250,Busan,Long Beach,9439.4,14,20ft_Standard,Hazardous_Chemicals,17583.3,17.1,Tier_1_Alliance,6,1.05,95.3,1.25,7076.39
SHP-10251,Shanghai,Los Angeles,10586.0,14,40ft_Standard,Automotive,13957.8,48.6,Tier_1_Alliance,8,1.25,80.3,1.1,7918.01
SHP-10252,Shanghai,Los Angeles,10437.3,16,LCL_Consolidated,General_Dry,3263.5,4.4,Tier_3_Spot,10,1.25,87.5,0.88,2315.89
SHP-10253,Nhava Sheva,Dubai,2041.2,4,20ft_Standard,Automotive,9584.3,18.5,Tier_1_Alliance,2,0.9,81.4,1.35,3238.07
SHP-10254,Tokyo,Los Angeles,8893.2,12,LCL_Consolidated,Automotive,3141.5,6.2,Tier_2_Regional,8,1.25,94.2,1.32,3656.2
SHP-10255,Busan,Long Beach,9460.1,16,20ft_Standard,Textiles,8637.3,19.3,Tier_1_Alliance,2,0.9,78.6,1.25,3767.89
SHP-10256,Tokyo,Los Angeles,8777.7,14,40ft_Standard,Automotive,15614.7,50.6,Tier_2_Regional,9,1.25,97.0,1.23,8078.38
SHP-10257,Shanghai,Los Angeles,10511.0,16,40ft_HighCube,Electronics,15662.4,59.0,Tier_1_Alliance,1,0.9,103.2,1.39,8674.33
SHP-10258,Chennai,Colombo,577.3,5,LCL_Consolidated,Perishable_Reefer,2712.8,10.5,Tier_3_Spot,8,1.25,89.6,0.92,1619.97
SHP-10259,Chennai,Rotterdam,11559.2,22,40ft_HighCube,General_Dry,14047.2,53.9,Tier_2_Regional,8,1.25,92.4,1.3,8778.05
SHP-10260,Chennai,Colombo,659.9,2,20ft_Standard,Hazardous_Chemicals,17819.1,21.6,Tier_3_Spot,1,0.9,99.4,1.12,3375.94
SHP-10261,Nhava Sheva,Dubai,2198.0,4,40ft_Standard,Hazardous_Chemicals,16095.2,46.2,Tier_1_Alliance,2,0.9,87.8,1.42,7820.92
SHP-10262,Nhava Sheva,Dubai,2042.0,8,40ft_HighCube,Textiles,21389.9,50.1,Tier_3_Spot,3,1.05,100.3,1.32,5842.01
SHP-10263,Chennai,Rotterdam,11514.0,25,40ft_HighCube,Automotive,13030.8,75.3,Tier_3_Spot,5,1.05,82.4,1.02,6185.45
SHP-10264,Tokyo,Los Angeles,8897.1,10,40ft_Standard,Perishable_Reefer,25864.8,62.7,Tier_1_Alliance,3,1.05,97.3,0.95,7892.16
SHP-10265,Shanghai,Los Angeles,10542.3,14,LCL_Consolidated,Perishable_Reefer,3098.4,5.2,Tier_1_Alliance,7,1.05,85.5,0.92,3041.42
SHP-10266,Nhava Sheva,New York,14180.6,27,40ft_HighCube,Perishable_Reefer,15891.2,45.1,Tier_2_Regional,12,1.05,75.4,1.4,10896.6
SHP-10267,Santos,Rotterdam,10232.8,19,20ft_Standard,Automotive,6920.9,22.7,Tier_2_Regional,4,1.05,89.8,1.05,3795.49
SHP-10268,Singapore,Dubai,5867.6,13,40ft_Standard,Automotive,22189.5,63.6,Tier_2_Regional,1,0.9,73.7,1.22,5611.05
SHP-10269,Chennai,Colombo,553.3,3,LCL_Consolidated,Perishable_Reefer,4963.3,7.1,Tier_1_Alliance,12,1.05,104.7,1.36,2636.44
SHP-10270,Singapore,Dubai,5831.8,11,20ft_Standard,Textiles,7507.0,21.7,Tier_2_Regional,11,1.05,78.0,1.09,3063.44
SHP-10271,Singapore,Dubai,5945.2,10,LCL_Consolidated,Textiles,3666.6,2.0,Tier_1_Alliance,8,1.25,74.8,1.2,2445.04
SHP-10272,Tokyo,Los Angeles,8836.0,10,20ft_Standard,Textiles,17708.0,32.8,Tier_2_Regional,7,1.05,97.0,1.14,4479.18
SHP-10273,Nhava Sheva,Dubai,2076.6,4,20ft_Standard,Hazardous_Chemicals,18857.8,17.5,Tier_2_Regional,3,1.05,95.1,1.25,4918.62
SHP-10274,Nhava Sheva,New York,14206.1,25,40ft_Standard,Perishable_Reefer,21003.8,55.1,Tier_2_Regional,3,1.05,105.1,1.21,9755.29
SHP-10275,Chennai,Colombo,722.0,2,20ft_Standard,Electronics,13612.3,21.9,Tier_1_Alliance,7,1.05,83.3,0.96,2863.37
SHP-10276,Singapore,Dubai,5928.9,10,40ft_HighCube,Textiles,25262.1,65.4,Tier_1_Alliance,5,1.05,79.4,1.21,7430.85
SHP-10277,Nhava Sheva,Dubai,2149.6,6,20ft_Standard,Electronics,9945.9,19.3,Tier_2_Regional,11,1.05,93.4,1.17,3230.86
SHP-10278,Chennai,Rotterdam,11597.4,23,40ft_Standard,Perishable_Reefer,15575.5,52.5,Tier_3_Spot,3,1.05,99.5,1.4,9555.92
SHP-10279,Nhava Sheva,New York,14103.3,25,20ft_Standard,Hazardous_Chemicals,3716.9,16.1,Tier_1_Alliance,7,1.05,90.2,1.22,6971.29
SHP-10280,Tokyo,Los Angeles,8853.4,13,LCL_Consolidated,General_Dry,2914.5,9.4,Tier_3_Spot,5,1.05,75.0,0.92,1761.21
SHP-10281,Nhava Sheva,Dubai,2194.9,5,40ft_HighCube,Perishable_Reefer,21417.3,70.9,Tier_3_Spot,11,1.05,95.2,1.05,6811.76
SHP-10282,Hamburg,Singapore,15846.0,24,20ft_Standard,Electronics,19643.3,17.1,Tier_1_Alliance,10,1.25,93.9,1.05,7080.52
SHP-10283,Busan,Long Beach,9431.6,13,20ft_Standard,General_Dry,5469.8,15.2,Tier_3_Spot,8,1.25,106.3,1.16,4086.99
SHP-10284,Busan,Long Beach,9351.8,14,40ft_Standard,Textiles,21192.8,38.8,Tier_2_Regional,1,0.9,84.1,1.11,4871.12
SHP-10285,Tokyo,Los Angeles,8712.8,14,20ft_Standard,Perishable_Reefer,12194.1,16.0,Tier_2_Regional,10,1.25,78.0,0.96,4719.87
SHP-10286,Nhava Sheva,New York,14278.9,25,40ft_Standard,Textiles,8046.2,62.5,Tier_3_Spot,1,0.9,80.8,1.13,5062.2
SHP-10287,Hamburg,Singapore,15884.0,24,20ft_Standard,Automotive,16332.0,22.5,Tier_3_Spot,6,1.05,80.9,1.37,6106.07
SHP-10288,Shanghai,Rotterdam,19454.3,27,40ft_HighCube,General_Dry,22119.9,46.6,Tier_3_Spot,4,1.05,101.0,1.41,9086.14
SHP-10289,Hamburg,Singapore,15713.8,26,40ft_HighCube,Hazardous_Chemicals,11554.9,59.2,Tier_2_Regional,6,1.05,79.2,1.18,10329.95
SHP-10290,Singapore,Dubai,5947.9,10,LCL_Consolidated,Hazardous_Chemicals,4873.4,14.0,Tier_3_Spot,4,1.05,98.4,1.18,3258.67
SHP-10291,Nhava Sheva,Dubai,2030.1,7,20ft_Standard,Electronics,9235.6,30.1,Tier_3_Spot,1,0.9,106.2,0.88,2170.34
SHP-10292,Santos,Rotterdam,10175.3,19,20ft_Standard,Electronics,20696.1,22.6,Tier_3_Spot,1,0.9,107.0,0.96,3507.36
SHP-10293,Singapore,Dubai,5818.6,10,LCL_Consolidated,Textiles,2563.1,11.0,Tier_2_Regional,10,1.25,75.4,0.95,1974.73
SHP-10294,Hamburg,Singapore,15715.0,27,20ft_Standard,Perishable_Reefer,20355.9,19.3,Tier_3_Spot,5,1.05,102.6,1.38,7974.27
SHP-10295,Hamburg,Singapore,15840.1,25,40ft_HighCube,Perishable_Reefer,14205.0,74.3,Tier_2_Regional,3,1.05,100.1,1.2,10704.75
SHP-10296,Shanghai,Los Angeles,10421.1,16,LCL_Consolidated,Hazardous_Chemicals,1043.3,6.3,Tier_2_Regional,4,1.05,88.3,1.13,3675.52
SHP-10297,Nhava Sheva,New York,14118.1,27,20ft_Standard,Electronics,5669.8,27.8,Tier_2_Regional,6,1.05,86.3,0.91,4032.17
SHP-10298,Singapore,Dubai,5852.0,10,20ft_Standard,Perishable_Reefer,13007.2,24.9,Tier_2_Regional,2,0.9,88.6,1.31,4659.62
SHP-10299,Shanghai,Los Angeles,10424.3,13,40ft_Standard,Electronics,22826.1,46.9,Tier_1_Alliance,11,1.05,105.8,0.93,6454.47
SHP-10300,Singapore,Fremantle,3851.8,7,20ft_Standard,General_Dry,19244.9,23.0,Tier_1_Alliance,3,1.05,75.3,1.34,4209.11
SHP-10301,Shanghai,Rotterdam,19424.5,30,20ft_Standard,Electronics,10796.8,28.0,Tier_3_Spot,8,1.25,73.1,1.25,7314.49
SHP-10302,Shanghai,Los Angeles,10470.8,14,40ft_HighCube,Hazardous_Chemicals,25901.6,46.1,Tier_2_Regional,10,1.25,94.2,1.23,12373.5
SHP-10303,Chennai,Colombo,632.4,6,LCL_Consolidated,General_Dry,1759.0,3.6,Tier_1_Alliance,4,1.05,95.1,1.31,1537.44
SHP-10304,Nhava Sheva,Dubai,2126.2,8,20ft_Standard,Perishable_Reefer,9464.0,24.8,Tier_3_Spot,8,1.25,84.4,1.19,4350.24
SHP-10305,Shanghai,Rotterdam,19477.7,28,20ft_Standard,Hazardous_Chemicals,6942.4,31.1,Tier_3_Spot,5,1.05,74.1,1.42,8707.89
SHP-10306,Tokyo,Los Angeles,8771.5,14,40ft_Standard,Electronics,12461.4,42.7,Tier_1_Alliance,9,1.25,101.4,1.38,9965.32
SHP-10307,Chennai,Rotterdam,11552.8,22,LCL_Consolidated,Hazardous_Chemicals,1292.5,9.1,Tier_1_Alliance,12,1.05,97.1,1.37,5438.2
SHP-10308,Chennai,Rotterdam,11540.7,23,40ft_Standard,Automotive,23060.5,60.9,Tier_1_Alliance,8,1.25,91.5,0.97,8050.15
SHP-10309,Chennai,Rotterdam,11418.1,22,40ft_Standard,General_Dry,16603.8,45.6,Tier_3_Spot,10,1.25,79.3,0.95,5400.34
SHP-10310,Busan,Long Beach,9335.5,14,20ft_Standard,General_Dry,13559.0,31.5,Tier_1_Alliance,2,0.9,102.5,1.34,4728.96
SHP-10311,Nhava Sheva,New York,14174.7,28,20ft_Standard,Hazardous_Chemicals,8806.9,32.6,Tier_2_Regional,12,1.05,106.2,1.31,8069.28
SHP-10312,Chennai,Colombo,679.8,3,40ft_HighCube,Electronics,20601.1,50.4,Tier_3_Spot,5,1.05,98.4,1.04,5122.78
SHP-10313,Shanghai,Los Angeles,10545.8,17,LCL_Consolidated,Automotive,1319.4,5.8,Tier_1_Alliance,10,1.25,80.0,1.19,3750.11
SHP-10314,Chennai,Colombo,578.1,2,40ft_Standard,Hazardous_Chemicals,11022.0,63.3,Tier_2_Regional,2,0.9,101.6,1.24,6344.51
SHP-10315,Busan,Long Beach,9477.3,15,20ft_Standard,Hazardous_Chemicals,7491.7,16.2,Tier_1_Alliance,5,1.05,100.3,1.27,6576.89
SHP-10316,Chennai,Rotterdam,11477.2,24,40ft_Standard,Perishable_Reefer,23871.9,46.2,Tier_2_Regional,7,1.05,75.7,1.14,8255.33
SHP-10317,Singapore,Fremantle,3930.2,8,40ft_Standard,Perishable_Reefer,22385.5,36.1,Tier_1_Alliance,1,0.9,83.5,1.39,7499.12
SHP-10318,Nhava Sheva,New York,14168.4,28,40ft_Standard,Textiles,17846.8,63.7,Tier_1_Alliance,2,0.9,84.2,1.41,7972.81
SHP-10319,Chennai,Colombo,690.9,5,40ft_Standard,Automotive,10827.9,38.2,Tier_2_Regional,4,1.05,107.1,1.1,4433.58
SHP-10320,Tokyo,Los Angeles,8844.4,14,40ft_HighCube,Textiles,15353.2,48.0,Tier_2_Regional,7,1.05,92.6,1.33,7129.69
SHP-10321,Shanghai,Los Angeles,10410.9,13,LCL_Consolidated,General_Dry,4207.5,9.5,Tier_2_Regional,8,1.25,79.2,0.89,2475.26
SHP-10322,Shanghai,Los Angeles,10527.6,13,LCL_Consolidated,General_Dry,4031.9,7.7,Tier_2_Regional,11,1.05,81.5,1.23,2798.17
SHP-10323,Hamburg,Singapore,15737.0,26,40ft_HighCube,Electronics,10803.1,58.6,Tier_2_Regional,5,1.05,80.1,1.03,7233.9
SHP-10324,Chennai,Rotterdam,11430.2,21,20ft_Standard,Textiles,17547.2,22.5,Tier_2_Regional,10,1.25,80.2,0.91,4135.2
SHP-10325,Hamburg,Singapore,15863.7,26,LCL_Consolidated,Automotive,2643.2,2.9,Tier_1_Alliance,12,1.05,73.3,1.19,3919.5
SHP-10326,Tokyo,Los Angeles,8860.1,14,40ft_Standard,General_Dry,11111.8,66.5,Tier_2_Regional,4,1.05,101.1,0.95,4953.03
SHP-10327,Hamburg,Singapore,15715.7,26,40ft_Standard,Textiles,23013.9,43.3,Tier_1_Alliance,12,1.05,104.9,0.92,6278.5
SHP-10328,Hamburg,Singapore,15811.3,27,40ft_HighCube,Hazardous_Chemicals,18246.8,72.1,Tier_3_Spot,12,1.05,94.4,1.16,10574.39
SHP-10329,Hamburg,Singapore,15722.5,24,40ft_Standard,Automotive,18488.2,65.9,Tier_3_Spot,2,0.9,105.3,1.18,6605.26
SHP-10330,Nhava Sheva,New York,14257.1,29,40ft_HighCube,Perishable_Reefer,16894.8,60.1,Tier_2_Regional,10,1.25,89.0,0.97,9615.66
SHP-10331,Hamburg,Singapore,15728.8,27,LCL_Consolidated,General_Dry,4503.1,6.0,Tier_2_Regional,4,1.05,73.8,1.14,3226.55
SHP-10332,Singapore,Dubai,5979.4,9,40ft_HighCube,Hazardous_Chemicals,15046.2,60.2,Tier_2_Regional,12,1.05,96.7,1.41,10533.77
SHP-10333,Nhava Sheva,Dubai,2026.9,7,40ft_HighCube,Hazardous_Chemicals,17501.9,65.0,Tier_3_Spot,4,1.05,87.9,1.37,8850.78
SHP-10334,Hamburg,Singapore,15848.2,27,40ft_HighCube,General_Dry,24246.8,47.0,Tier_3_Spot,12,1.05,90.2,0.95,5750.81
SHP-10335,Tokyo,Los Angeles,8875.9,10,40ft_Standard,Electronics,23065.6,43.0,Tier_1_Alliance,8,1.25,73.8,1.07,7931.15
SHP-10336,Nhava Sheva,Dubai,2054.8,7,LCL_Consolidated,Textiles,3565.3,4.9,Tier_1_Alliance,8,1.25,93.4,0.98,1661.17
SHP-10337,Chennai,Colombo,667.4,4,40ft_HighCube,Electronics,23481.3,66.4,Tier_2_Regional,5,1.05,73.0,0.91,4908.68
SHP-10338,Singapore,Fremantle,3956.0,8,40ft_Standard,Textiles,20198.5,43.6,Tier_1_Alliance,7,1.05,90.5,1.35,6640.83
SHP-10339,Santos,Rotterdam,10101.8,18,40ft_Standard,Automotive,12027.9,54.5,Tier_1_Alliance,5,1.05,97.7,1.26,7753.16
SHP-10340,Singapore,Dubai,5884.8,12,40ft_HighCube,Perishable_Reefer,13927.8,54.4,Tier_2_Regional,9,1.25,101.7,1.09,8780.7
SHP-10341,Nhava Sheva,New York,14101.5,27,40ft_HighCube,Hazardous_Chemicals,11945.9,47.0,Tier_3_Spot,5,1.05,95.1,1.35,10636.66
SHP-10342,Singapore,Dubai,5931.2,11,40ft_Standard,Electronics,21778.5,63.8,Tier_3_Spot,10,1.25,86.5,1.05,6763.16
SHP-10343,Shanghai,Los Angeles,10544.3,16,40ft_HighCube,Hazardous_Chemicals,17282.8,67.8,Tier_2_Regional,10,1.25,97.5,1.19,12184.14
SHP-10344,Nhava Sheva,Dubai,2068.6,5,LCL_Consolidated,Textiles,2782.9,12.1,Tier_2_Regional,11,1.05,103.6,0.98,1470.1
SHP-10345,Nhava Sheva,New York,14194.2,27,40ft_Standard,Textiles,19779.8,42.1,Tier_2_Regional,4,1.05,98.8,1.05,6070.02
SHP-10346,Shanghai,Rotterdam,19474.3,31,40ft_HighCube,Perishable_Reefer,18469.7,71.9,Tier_1_Alliance,10,1.25,92.9,1.22,15324.35
